,OTU,#,counts total,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species
1410,OTU,2185,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1368,OTU,2211,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
921,OTU,2221,,1,Bacteria,WS3,PRR-12,Sediment-1,,,
2092,OTU,2235,,1,Bacteria,Gemmatimonadetes,Gemm-2,,,,
45,OTU,2275,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
879,OTU,2340,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
128,OTU,2387,,1,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,tenuis
1029,OTU,2484,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
2117,OTU,2515,,1,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
216,OTU,2516,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
865,OTU,2575,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
2220,OTU,2581,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
188,OTU,2654,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
2075,OTU,2676,,1,Bacteria,Proteobacteria,Deltaproteobacteria,FAC87,,,
629,OTU,2701,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1936,OTU,2750,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
46,OTU,2756,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
1146,OTU,2763,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
782,OTU,2854,,1,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
1649,OTU,2889,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,
2164,OTU,2891,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
1371,OTU,2897,,1,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
1993,OTU,2981,,1,Bacteria,WS3,PRR-12,Sediment-1,,,
1863,OTU,3103,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
152,OTU,3123,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1534,OTU,3159,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
2297,OTU,3172,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
711,OTU,3278,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,
2033,OTU,3450,,1,Bacteria,Gemmatimonadetes,Gemm-2,,,,
2149,OTU,3471,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
682,OTU,3495,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
588,OTU,3496,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
831,OTU,3499,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
480,OTU,3500,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
405,OTU,3515,,1,Bacteria,WS3,PRR-12,Sediment-1,,,
1535,OTU,3521,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1185,OTU,3524,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
208,OTU,3541,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
229,OTU,3546,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
466,OTU,3556,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
2175,OTU,3598,,1,Bacteria,Acidobacteria,RB25,,,,
762,OTU,3639,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1641,OTU,3717,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2003,OTU,3718,,1,Bacteria,Gemmatimonadetes,Gemm-3,,,,
533,OTU,3740,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
722,OTU,3758,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1349,OTU,3778,,1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
213,OTU,3780,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
2186,OTU,3845,,1,Bacteria,Acidobacteria,RB25,,,,
902,OTU,3856,,1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
1713,OTU,3953,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],OR-59,
1551,OTU,4013,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1432,OTU,4038,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
484,OTU,4060,,1,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
38,OTU,4090,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
383,OTU,4148,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
717,OTU,4152,,1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
1668,OTU,4192,,1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
836,OTU,4217,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2043,OTU,4244,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1894,OTU,4433,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
1904,OTU,4478,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
809,OTU,4514,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
384,OTU,4598,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
2253,OTU,4608,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
1352,OTU,4669,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
1845,OTU,4724,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2243,OTU,4735,,1,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,,
1860,OTU,4736,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
2302,OTU,4746,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
738,OTU,4785,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
854,OTU,4894,,1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
796,OTU,4968,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1631,OTU,5035,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
1357,OTU,5065,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
412,OTU,5093,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
2051,OTU,5094,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
1322,OTU,5105,,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
1195,OTU,5115,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1971,OTU,5123,,1,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
2189,OTU,5127,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
50,OTU,5131,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,
1350,OTU,5132,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
648,OTU,5139,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
1102,OTU,5146,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
56,OTU,5147,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,
2087,OTU,5154,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
612,OTU,5158,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
485,OTU,5164,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2034,OTU,5167,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
80,OTU,5170,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
847,OTU,5179,,1,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
401,OTU,5192,,1,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
1474,OTU,5207,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1175,OTU,5210,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
1978,OTU,5215,,1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
585,OTU,5218,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
1380,OTU,5222,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
329,OTU,5228,,1,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
845,OTU,5245,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
513,OTU,5261,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
2158,OTU,5271,,1,Bacteria,Gemmatimonadetes,Gemm-1,,,,
2083,OTU,5315,,1,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
917,OTU,5335,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
753,OTU,5336,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
744,OTU,5340,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
320,OTU,5348,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
1934,OTU,5360,,1,Bacteria,Acidobacteria,iii1-8,DS-18,,,
1315,OTU,5380,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
363,OTU,5404,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
1805,OTU,5414,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1272,OTU,5420,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
834,OTU,5423,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1479,OTU,5440,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
729,OTU,5457,,1,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,,
232,OTU,5471,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
1813,OTU,5472,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
181,OTU,5476,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
95,OTU,5479,,1,Bacteria,Proteobacteria,Betaproteobacteria,A21b,UD5,,
310,OTU,5483,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,
194,OTU,5484,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
145,OTU,5488,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
328,OTU,5490,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
553,OTU,5491,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,211ds20,,
149,OTU,5492,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
828,OTU,5493,,1,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis
32,OTU,5494,,1,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
999,OTU,5495,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
526,OTU,5502,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
9,OTU,5503,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
120,OTU,5505,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
874,OTU,5506,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
87,OTU,5508,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
261,OTU,5509,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
1701,OTU,5511,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
263,OTU,5512,,1,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
598,OTU,5514,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
409,OTU,5515,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
661,OTU,5516,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
421,OTU,5518,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1013,OTU,5520,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
529,OTU,5521,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
269,OTU,5530,,1,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
321,OTU,5532,,1,Bacteria,Acidobacteria,RB25,,,,
680,OTU,5534,,1,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
1065,OTU,5535,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
349,OTU,5537,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
718,OTU,5538,,1,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,JTB38,,
5,OTU,5539,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
302,OTU,5541,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
913,OTU,5542,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
371,OTU,5543,,1,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
91,OTU,5545,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
298,OTU,5548,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Azohydromonas,
1090,OTU,5549,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
479,OTU,5550,,1,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
376,OTU,5555,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
385,OTU,5557,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
477,OTU,5558,,1,Bacteria,Acidobacteria,iii1-8,DS-18,,,
460,OTU,5560,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
491,OTU,5563,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1123,OTU,5566,,1,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
950,OTU,5568,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
309,OTU,5570,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
306,OTU,5571,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
462,OTU,5573,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
898,OTU,5578,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
735,OTU,5579,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
953,OTU,5580,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
1617,OTU,5581,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
843,OTU,5582,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
502,OTU,5586,,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
701,OTU,5588,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
597,OTU,5589,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
2079,OTU,5590,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,
162,OTU,5591,,1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
564,OTU,5592,,1,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
1116,OTU,5596,,1,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
1067,OTU,5599,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
896,OTU,5603,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
708,OTU,5604,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
705,OTU,5606,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
299,OTU,5609,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
449,OTU,5611,,1,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
1139,OTU,5612,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],OR-59,
408,OTU,5614,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,
1133,OTU,5618,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
1011,OTU,5619,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
781,OTU,5630,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
1110,OTU,5636,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,125ds10,,
414,OTU,5638,,1,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
1186,OTU,5641,,1,Bacteria,TM6,SJA-4,,,,
702,OTU,5643,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
990,OTU,5644,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,
566,OTU,5646,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
899,OTU,5648,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
260,OTU,5650,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1645,OTU,5652,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1047,OTU,5658,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
1124,OTU,5659,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
823,OTU,5660,,1,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
1722,OTU,5662,,1,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
622,OTU,5665,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1194,OTU,5670,,1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
1372,OTU,5672,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
365,OTU,5674,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
891,OTU,5675,,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,picturae
231,OTU,5676,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1296,OTU,5678,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
1228,OTU,5680,,1,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
1402,OTU,5685,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,
996,OTU,5687,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
742,OTU,5689,,1,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
1392,OTU,5692,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1233,OTU,5694,,1,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
759,OTU,5696,,1,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
1810,OTU,5697,,1,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
361,OTU,5713,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
624,OTU,5714,,1,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
465,OTU,5732,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
474,OTU,5734,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
800,OTU,5738,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
820,OTU,5739,,1,Bacteria,Acidobacteria,iii1-8,DS-18,,,
103,OTU,5740,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,
1377,OTU,5742,,1,Bacteria,Firmicutes,Bacilli,Bacillales,,,
697,OTU,5750,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1883,OTU,5751,,1,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
998,OTU,5754,,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
573,OTU,5756,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1262,OTU,5758,,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
1753,OTU,5766,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,
970,OTU,5779,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
900,OTU,5781,,1,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
1884,OTU,5782,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
906,OTU,5786,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,
338,OTU,5787,,1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
1353,OTU,5789,,1,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
1242,OTU,5798,,1,Bacteria,Chloroflexi,C0119,,,,
1640,OTU,5802,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
1510,OTU,5803,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
965,OTU,5807,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,
411,OTU,5810,,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
1864,OTU,5813,,1,Bacteria,TM6,SJA-4,,,,
795,OTU,5818,,1,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,,
642,OTU,5819,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1071,OTU,5822,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
832,OTU,5824,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
724,OTU,5828,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
1053,OTU,5829,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1182,OTU,5841,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,
1027,OTU,5844,,1,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
1092,OTU,5846,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
1162,OTU,5848,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
957,OTU,5851,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
1396,OTU,5856,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
1992,OTU,5861,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
1924,OTU,5864,,1,Bacteria,GN04,,,,,
391,OTU,5871,,1,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
1848,OTU,5874,,1,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
1959,OTU,5877,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,,
2000,OTU,5883,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
1638,OTU,5886,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1677,OTU,5893,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
141,OTU,5901,,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
1604,OTU,5910,,1,Bacteria,Proteobacteria,Betaproteobacteria,,,,
1016,OTU,5913,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
604,OTU,5923,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
1385,OTU,5924,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
1601,OTU,5925,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
1426,OTU,5931,,1,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
922,OTU,5936,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
